"","Method","Biclusters","Choice","Measure","Mean","S.d."
"1","ResNMTF","3","Overall","CSR",1,0
"2","ResNMTF","3","Overall","Rel",1,0
"3","ResNMTF","3","Overall","Rec",1,0
"4","ResNMTF","3","Overall","F_score",1,0
"5","ResNMTF","3","Overall","BiS",0.976462149338136,0.000125047977551167
"6","ResNMTF","4","Overall","CSR",1,0
"7","ResNMTF","4","Overall","Rel",1,0
"8","ResNMTF","4","Overall","Rec",1,0
"9","ResNMTF","4","Overall","F_score",1,0
"10","ResNMTF","4","Overall","BiS",0.976577828671066,0.000160581007274381
"11","ResNMTF","5","Overall","CSR",0.998361111111111,0.0102431393736227
"12","ResNMTF","5","Overall","Rel",0.999973958333333,0.000260416666666674
"13","ResNMTF","5","Overall","Rec",0.9985,0.0111350751676807
"14","ResNMTF","5","Overall","F_score",0.999084133216987,0.00681330172739916
"15","ResNMTF","5","Overall","BiS",0.976633725639354,0.000166014252628113
"16","ResNMTF","6","Overall","CSR",0.995272727272727,0.013629717286522
"17","ResNMTF","6","Overall","Rel",0.999966666666667,0.000333333333333319
"18","ResNMTF","6","Overall","Rec",0.990833333333333,0.0255275428375335
"19","ResNMTF","6","Overall","F_score",0.994519550342131,0.0156128150264777
"20","ResNMTF","6","Overall","BiS",0.976675548335097,0.00017077272601408
"21","GFA","3","Overall","CSR",0.646112373737374,0.0570865661229084
"22","GFA","3","Overall","Rel",0.155386273014716,0.0267328256041252
"23","GFA","3","Overall","Rec",0.260065547629496,0.0437013923493218
"24","GFA","3","Overall","F_score",0.193763796249818,0.0308305478336725
"25","GFA","3","Overall","BiS",0.0610056838948844,0.0981954426818159
"26","GFA","4","Overall","CSR",0.705082979520479,0.0514755706740779
"27","GFA","4","Overall","Rel",0.173274944761583,0.0379922221405939
"28","GFA","4","Overall","Rec",0.244374819675013,0.0634855823045954
"29","GFA","4","Overall","F_score",0.201403683562385,0.0443949779306641
"30","GFA","4","Overall","BiS",0.0220436435149805,0.115879032473901
"31","GFA","5","Overall","CSR",0.745008241758242,0.0534896624922862
"32","GFA","5","Overall","Rel",0.160341941289713,0.0447328267397587
"33","GFA","5","Overall","Rec",0.221506525369407,0.0653733495024666
"34","GFA","5","Overall","F_score",0.185248029648055,0.0516418711157769
"35","GFA","5","Overall","BiS",0.0742409845507728,0.0970595035078968
"36","GFA","6","Overall","CSR",0.78839150035014,0.058366099796362
"37","GFA","6","Overall","Rel",0.160322689090688,0.0377561791459337
"38","GFA","6","Overall","Rec",0.214940829854076,0.0545418784470218
"39","GFA","6","Overall","F_score",0.183014535189347,0.0430960181454958
"40","GFA","6","Overall","BiS",0.0927989066287797,0.0853741755652442
"41","iSSVD","3","Overall","CSR",0.955,0.179012442431957
"42","iSSVD","3","Overall","Rel",0.48099088386841,0.122132415473461
"43","iSSVD","3","Overall","Rec",0.470186286167261,0.119388929765691
"44","iSSVD","3","Overall","F_score",0.475527219304297,0.120745090738353
"45","iSSVD","3","Overall","BiS",0.409823400804898,0.104148449264237
"46","iSSVD","4","Overall","CSR",0.8345,0.161111198188761
"47","iSSVD","4","Overall","Rel",0.6143958666349,0.15877476328699
"48","iSSVD","4","Overall","Rec",0.509571597835557,0.131442738193648
"49","iSSVD","4","Overall","F_score",0.557091248658882,0.143815753279262
"50","iSSVD","4","Overall","BiS",0.548320333805391,0.156648849077374
"51","iSSVD","5","Overall","CSR",0.9,0
"52","iSSVD","5","Overall","Rel",0.40601190454932,0.022843475158959
"53","iSSVD","5","Overall","Rec",0.374789375283401,0.0183607629474287
"54","iSSVD","5","Overall","F_score",0.38976478811095,0.0204677001715545
"55","iSSVD","5","Overall","BiS",0.436066537203184,0.0272458958634264
"56","iSSVD","6","Overall","CSR",0.881015151515152,0.13065326629
"57","iSSVD","6","Overall","Rel",0.481047381870704,0.142996158307505
"58","iSSVD","6","Overall","Rec",0.382825118926854,0.0711934718998946
"59","iSSVD","6","Overall","F_score",0.412245931354475,0.057683756411907
"60","iSSVD","6","Overall","BiS",0.421873206474573,0.176974029059309
"61","NMTF","3","Overall","CSR",0.976201388888889,0.0295624526181097
"62","NMTF","3","Overall","Rel",0.992302854938272,0.0107779192441397
"63","NMTF","3","Overall","Rec",0.999393796296296,0.00303054886886259
"64","NMTF","3","Overall","F_score",0.99573790427016,0.00640020369598648
"65","NMTF","3","Overall","BiS",0.976475153685265,0.000128734378506078
"66","NMTF","4","Overall","CSR",0.994295454545455,0.0115412881212101
"67","NMTF","4","Overall","Rel",0.998914375206427,0.00306256705046588
"68","NMTF","4","Overall","Rec",1,0
"69","NMTF","4","Overall","F_score",0.999446464674231,0.00157021599706827
"70","NMTF","4","Overall","BiS",0.976584229814098,0.000161985646098192
"71","NMTF","5","Overall","CSR",0.996458333333333,0.00840405595921731
"72","NMTF","5","Overall","Rel",0.999603174603175,0.00185077787864092
"73","NMTF","5","Overall","Rec",1,0
"74","NMTF","5","Overall","F_score",0.999798468397136,0.000944242006214103
"75","NMTF","5","Overall","BiS",0.976636785520314,0.000167218453960995
"76","NMTF","6","Overall","CSR",0.99797619047619,0.00579826952230254
"77","NMTF","6","Overall","Rel",0.999938775510204,0.000519296430556103
"78","NMTF","6","Overall","Rec",0.998333333333333,0.0117254411780241
"79","NMTF","6","Overall","F_score",0.998969114329686,0.00703571798126644
"80","NMTF","6","Overall","BiS",0.976682285712457,0.00016720979284542
